Claim_ID,Category,Query_Claim,Matched_Text,Claim_Publisher,Claim_Review_URL,Review_Rating,Review_Date
CMT_25088,Other,"""Arabian Gulf*""",This image shows USS Liberty which was attacked by Iranian missiles in the Persian Gulf,The Quint,https://www.thequint.com/news/webqoof/old-photo-of-us-navy-ship-sunken-shared-as-hit-by-iranian-missiles-fact-check,False,2024-04-12T11:31:25Z
