Source,Target,Type,Weight
Ugx6k6aZYXpByh8E8d54AaABAg,7BWaCDRzN_Y,Directed,1
Ugxjx6hk9GUKfdV3mIt4AaABAg,7BWaCDRzN_Y,Directed,1
UgwGmwU9yBaPmONcOx54AaABAg,7BWaCDRzN_Y,Directed,1
UgyOllGicqYSvP_Yfjp4AaABAg,7BWaCDRzN_Y,Directed,1
UgzUkMPT1v2DDTUuYIZ4AaABAg,7BWaCDRzN_Y,Directed,1
Ugz8bYL8auz2KNBaoX14AaABAg,7BWaCDRzN_Y,Directed,1
Ugwrk-qylSl-EiDW9d14AaABAg,7BWaCDRzN_Y,Directed,1
UgyjzBJlXRYI_ZacjR94AaABAg,7BWaCDRzN_Y,Directed,1
UgwA30w40neCh9-ohP94AaABAg,7BWaCDRzN_Y,Directed,1
Ugxj3ObDAeNk124uoqV4AaABAg,7BWaCDRzN_Y,Directed,1
Ugzm9cYWXHth9z8VAtp4AaABAg,7BWaCDRzN_Y,Directed,1
UgwYTqg2sfadjixiGyZ4AaABAg,7BWaCDRzN_Y,Directed,1
UgzCV2P03CSIr9rxIl54AaABAg,7BWaCDRzN_Y,Directed,1
Ugx2OYV9wdhDtTuouh54AaABAg,7BWaCDRzN_Y,Directed,1
Ugync5-Ut2fTClNmW3F4AaABAg,7BWaCDRzN_Y,Directed,1
UgwWRVk-vH6gUAzwz-54AaABAg,7BWaCDRzN_Y,Directed,1
UgxHyGjaLJLQQdNYXKd4AaABAg,7BWaCDRzN_Y,Directed,1
Ugxcs3oZQWWK7VWn9Hp4AaABAg,7BWaCDRzN_Y,Directed,1
UgyTn-5aUaC5XYDnrHV4AaABAg,7BWaCDRzN_Y,Directed,1
Ugx9HZM53YNVo2X9sdF4AaABAg,7BWaCDRzN_Y,Directed,1
Ugyk1XQuklJa4xduy2V4AaABAg,7BWaCDRzN_Y,Directed,1
UgyLKtT_b7vFzXrL-cx4AaABAg,7BWaCDRzN_Y,Directed,1
UgwrRjJnxkxrbWJBw6p4AaABAg,7BWaCDRzN_Y,Directed,1
UgylTKbTgI6vl1EmLUR4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw-XrvQ-HY2p45to-p4AaABAg,7BWaCDRzN_Y,Directed,1
Ugy6bpZVhcw3tdTV6g54AaABAg,7BWaCDRzN_Y,Directed,1
UgxZlLgNplUxk-MF1Hl4AaABAg,7BWaCDRzN_Y,Directed,1
UgwPcLeMklwCF4MRr994AaABAg,7BWaCDRzN_Y,Directed,1
UgxchBjD5W6tCOX1Wnd4AaABAg,7BWaCDRzN_Y,Directed,1
UgxtLlMiN4WaFB65xHp4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw7huflZ5zvfWN6dyV4AaABAg,7BWaCDRzN_Y,Directed,1
UgwHFnozZDFJHlZlNsl4AaABAg,7BWaCDRzN_Y,Directed,1
UgwV9RpTdq1B4xYrQJd4AaABAg,7BWaCDRzN_Y,Directed,1
UgzPeImtXQVDUUj8JIp4AaABAg,7BWaCDRzN_Y,Directed,1
UgztdPcF7lviugtcAUp4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw-M0HekHpMCpt0z3x4AaABAg,7BWaCDRzN_Y,Directed,1
UgxzJaUdgjLOXv4PQgl4AaABAg,7BWaCDRzN_Y,Directed,1
UgzWRNdFnrP1GQt22tN4AaABAg,7BWaCDRzN_Y,Directed,1
UgyvPN9L_gVxxTN9zkF4AaABAg,7BWaCDRzN_Y,Directed,1
Ugyuu7fm-zVGK79VEs54AaABAg,7BWaCDRzN_Y,Directed,1
UgyQZJgwaQHDvlnar1F4AaABAg,7BWaCDRzN_Y,Directed,1
UgxT0QnE1GkIO8Ve-cN4AaABAg,7BWaCDRzN_Y,Directed,1
UgxdZJ_Y3O7TBc92QoV4AaABAg,7BWaCDRzN_Y,Directed,1
UgyBTF_CI3psLCQzCRN4AaABAg,7BWaCDRzN_Y,Directed,1
UgxhUnOx2WNNssNI7Qx4AaABAg,7BWaCDRzN_Y,Directed,1
UgxU9LPJ-rbuwz6UENV4AaABAg,7BWaCDRzN_Y,Directed,1
UgwBHJ5_XWHOdCXYfIV4AaABAg,7BWaCDRzN_Y,Directed,1
UgySmOmOay5aE_CgA5h4AaABAg,7BWaCDRzN_Y,Directed,1
UgwD7Qwp0pZQk4Uhdgt4AaABAg,7BWaCDRzN_Y,Directed,1
Ugy05D72bIA6gUYfLCF4AaABAg,7BWaCDRzN_Y,Directed,1
UgytMYm0jueCUekmipN4AaABAg,7BWaCDRzN_Y,Directed,1
Ugzsbz32A3W4so2s-lN4AaABAg,7BWaCDRzN_Y,Directed,1
UgzNo7bY2AGLA3NMvsB4AaABAg,7BWaCDRzN_Y,Directed,1
UgxqrOVA_SPPnBghysJ4AaABAg,7BWaCDRzN_Y,Directed,1
UgzrtaDnwIXHEY51ArV4AaABAg,7BWaCDRzN_Y,Directed,1
UgyrEIZ5XyXJXAXASwh4AaABAg,7BWaCDRzN_Y,Directed,1
UgzUjMtlOR6BdwToTMB4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw337Ee-Jg9VzoFhh54AaABAg,7BWaCDRzN_Y,Directed,1
Ugy5a4wv7fPuwuUzci14AaABAg,7BWaCDRzN_Y,Directed,1
UgwMLHdGFpZKXPTboe14AaABAg,7BWaCDRzN_Y,Directed,1
Ugxcal5BOMDHOMX_Lv14AaABAg,7BWaCDRzN_Y,Directed,1
UgyQ4OC6HVW2dIo2YQ14AaABAg,7BWaCDRzN_Y,Directed,1
UgzK3YZS1o084x4LHd54AaABAg,7BWaCDRzN_Y,Directed,1
UgxIY8gNRvqTfouS5Mx4AaABAg,7BWaCDRzN_Y,Directed,1
UgylQX2ZI1ZdvY5h6794AaABAg,7BWaCDRzN_Y,Directed,1
UgwKC3hzvjs1RZZVUdt4AaABAg,7BWaCDRzN_Y,Directed,1
UgxtBg-zTYVF4olsSm94AaABAg,7BWaCDRzN_Y,Directed,1
UgwdegrjrscyOXUlwKJ4AaABAg,7BWaCDRzN_Y,Directed,1
UgxdztCqNl4xyuxC-Dt4AaABAg,7BWaCDRzN_Y,Directed,1
UgyWPWYi70fC0EYWYRV4AaABAg,7BWaCDRzN_Y,Directed,1
UgzAu2qllqnxYSiedcJ4AaABAg,7BWaCDRzN_Y,Directed,1
UgyOzrTG-1rFTZHL6x54AaABAg,7BWaCDRzN_Y,Directed,1
UgxQffPTf8g9dWS9Cr54AaABAg,7BWaCDRzN_Y,Directed,1
Ugy-4bL8DJp1EDKuDIl4AaABAg,7BWaCDRzN_Y,Directed,1
UgyO0xvVTlq9UZ5FxBV4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw1nSEI1vFLkbwlQOx4AaABAg,7BWaCDRzN_Y,Directed,1
UgwoGjNO5u9qalYR-ox4AaABAg,7BWaCDRzN_Y,Directed,1
UgwpiI2KpGGD-olz-ml4AaABAg,7BWaCDRzN_Y,Directed,1
UgwZwV1nbNYVHhQ7PGN4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw91U4LlvpFSlv2v-V4AaABAg,7BWaCDRzN_Y,Directed,1
UgydbiqQAdv46Ki0dQp4AaABAg,7BWaCDRzN_Y,Directed,1
UgwehINbtqFJ1XloNxh4AaABAg,7BWaCDRzN_Y,Directed,1
UgzZ3xlpvUBt9JZM3YN4AaABAg,7BWaCDRzN_Y,Directed,1
UgzdZdcQq5m20CofSw54AaABAg,7BWaCDRzN_Y,Directed,1
UgzpvEEaMgnHSMhI2uF4AaABAg,7BWaCDRzN_Y,Directed,1
UgxR-CxOS9ug5HQN2E14AaABAg,7BWaCDRzN_Y,Directed,1
UgxyH7nFNg4dMHsHvkd4AaABAg,7BWaCDRzN_Y,Directed,1
UgxmnOAWqE2rs-DPEtd4AaABAg,7BWaCDRzN_Y,Directed,1
UgwJa-oq3di0uaa28qB4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw_OAwdskD89RIaz514AaABAg,7BWaCDRzN_Y,Directed,1
Ugy6eRbPShkb07igeT14AaABAg,7BWaCDRzN_Y,Directed,1
UgxuC1x2iLIY9sH29rB4AaABAg,7BWaCDRzN_Y,Directed,1
UgxGGLAV2ONbE2SJQH14AaABAg,7BWaCDRzN_Y,Directed,1
UgwExFHIS6Hnd7Lvbot4AaABAg,7BWaCDRzN_Y,Directed,1
UgycH1hZOIZlRAizgnN4AaABAg,7BWaCDRzN_Y,Directed,1
UgxhTVaQE0u8CsXGDeV4AaABAg,7BWaCDRzN_Y,Directed,1
UgxyRbugsibKfhzn-5x4AaABAg,7BWaCDRzN_Y,Directed,1
UgzeDcWEhDXQP0uYtXx4AaABAg,7BWaCDRzN_Y,Directed,1
UgzEYw2Ieul1B7pQ_GZ4AaABAg,7BWaCDRzN_Y,Directed,1
UgwDOobwRdqO3xbO4Tl4AaABAg,7BWaCDRzN_Y,Directed,1
UgztcHUUepD-hy-u_Vp4AaABAg,7BWaCDRzN_Y,Directed,1
UgwhHV-n5qM-_mL_xxR4AaABAg,7BWaCDRzN_Y,Directed,1
Ugx1bN5pPR192YKaqol4AaABAg,7BWaCDRzN_Y,Directed,1
Ugz3YLlEjSIVgtZficx4AaABAg,7BWaCDRzN_Y,Directed,1
Ugz4Q3MDwQG4WKcrkN94AaABAg,7BWaCDRzN_Y,Directed,1
UgxG9f0drYTL0lTPrGh4AaABAg,7BWaCDRzN_Y,Directed,1
UgzSDEbn18ILjfRU7oJ4AaABAg,7BWaCDRzN_Y,Directed,1
Ugw5heBXZgcdd9b4QRh4AaABAg,7BWaCDRzN_Y,Directed,1
UgwgSHmMzdVqZvflbo14AaABAg,7BWaCDRzN_Y,Directed,1
UgzK2mzkzPS8px3v3tB4AaABAg,7oVTGh-yr-Y,Directed,1
UgwfsrzU436xmypsBaB4AaABAg,7oVTGh-yr-Y,Directed,1
UgyeQumFXE6Yo1av1rx4AaABAg,7oVTGh-yr-Y,Directed,1
UgzqYXIWfEQeBwhztyd4AaABAg,7oVTGh-yr-Y,Directed,1
Ugx2ECcpiImytSkyb6N4AaABAg,7oVTGh-yr-Y,Directed,1
Ugzg163T0DX1bEcgghR4AaABAg,7oVTGh-yr-Y,Directed,1
UgxKKw3Ev0rgkMNzQd54AaABAg,7oVTGh-yr-Y,Directed,1
UgxKjsjjTKYQG89GQ4p4AaABAg,7oVTGh-yr-Y,Directed,1
UgxGLJzVZUQdT2gICMV4AaABAg,7oVTGh-yr-Y,Directed,1
UgwituecmVPTSuC7j6d4AaABAg,7oVTGh-yr-Y,Directed,1
UgwomRL4H6SCDTkH82d4AaABAg,7oVTGh-yr-Y,Directed,1
UgztR2gmtuoh0lGiA7d4AaABAg,7oVTGh-yr-Y,Directed,1
UgzyN7O8_ZONAxep8Fx4AaABAg,7oVTGh-yr-Y,Directed,1
Ugw7-2fMwsbN40VT5qR4AaABAg,7oVTGh-yr-Y,Directed,1
UgzmxpKK6hnbUt-PoWp4AaABAg,7oVTGh-yr-Y,Directed,1
UgxzBpIcHQ1MU2NVYjd4AaABAg,7oVTGh-yr-Y,Directed,1
UgxVSTBGjbdcciqArSR4AaABAg,7oVTGh-yr-Y,Directed,1
UgwoiL_1_Bs8E5DJ15d4AaABAg,7oVTGh-yr-Y,Directed,1
Ugx3e8aqCTC1hpxXaXN4AaABAg,7oVTGh-yr-Y,Directed,1
UgyHBySqVYVbdvmgie14AaABAg,7oVTGh-yr-Y,Directed,1
Ugwz3NWJqWWXtr3h8up4AaABAg,7oVTGh-yr-Y,Directed,1
UgyAzWz4a5DuysILWDx4AaABAg,7oVTGh-yr-Y,Directed,1
UgxJaK0PnMuwa0MnsV14AaABAg,7oVTGh-yr-Y,Directed,1
Ugz58gxYGyGuYeGUtTN4AaABAg,7oVTGh-yr-Y,Directed,1
UgxyKbNKkvRdgl9zuFx4AaABAg,7oVTGh-yr-Y,Directed,1
Ugxr4r9tNdfXDakDb3V4AaABAg,fqWP6Eao8qk,Directed,1
UgwNTszGzn53p1R7fbJ4AaABAg,fqWP6Eao8qk,Directed,1
UgzmcFA0hkdMf3R1hfl4AaABAg,fqWP6Eao8qk,Directed,1
Ugw8a2vzZbS0wvdlxEl4AaABAg,fqWP6Eao8qk,Directed,1
UgxhoyKxyNuQ6Huqj4R4AaABAg,fqWP6Eao8qk,Directed,1
UgwjHa7FyZz2ws96cEx4AaABAg,fqWP6Eao8qk,Directed,1
UgySC2lEDUND1nfVSOV4AaABAg,fqWP6Eao8qk,Directed,1
UgyIAniyqtH3NdyqLZF4AaABAg,fqWP6Eao8qk,Directed,1
UgymRDSvaFRMoWPFENl4AaABAg,fqWP6Eao8qk,Directed,1
UgzanQG0bofh66-i8vx4AaABAg,fqWP6Eao8qk,Directed,1
Ugziu-1xyHpHdkLGjBJ4AaABAg,fqWP6Eao8qk,Directed,1
UgxbWsU4hW1qwtXCQKl4AaABAg,fqWP6Eao8qk,Directed,1
UgwWU9RAD_Y0mp1KX8R4AaABAg,fqWP6Eao8qk,Directed,1
UgxXInuqjtzbwBbYvDp4AaABAg,fqWP6Eao8qk,Directed,1
UgzIlx5EUiaWfQYUhSB4AaABAg,fqWP6Eao8qk,Directed,1
UgxP62Xhoy5A2fZw4AZ4AaABAg,fqWP6Eao8qk,Directed,1
UgzD2hlXuk4mPddnPrF4AaABAg,fqWP6Eao8qk,Directed,1
UgyAkWoIa6jxLgp1nIl4AaABAg,fqWP6Eao8qk,Directed,1
UgyZot-jgxGvL3nUfkp4AaABAg,fqWP6Eao8qk,Directed,1
Ugz_2LNdiKgrKk9dD_N4AaABAg,fqWP6Eao8qk,Directed,1
UgzZMe8PzOfR_YO8Xt14AaABAg,fqWP6Eao8qk,Directed,1
Ugzz9qdZLEcSCdAwiJN4AaABAg,fqWP6Eao8qk,Directed,1
UgzkGjxs9S11gnJDCeN4AaABAg,fqWP6Eao8qk,Directed,1
Ugz3Fcjr5aEb6D67VHJ4AaABAg,fqWP6Eao8qk,Directed,1
UgwGIpV9sPpMsft2SrB4AaABAg,fqWP6Eao8qk,Directed,1
Ugy1nPX8SITcnCOA8S14AaABAg,fqWP6Eao8qk,Directed,1
Ugx_KVFH0RR4X1sALk54AaABAg,fqWP6Eao8qk,Directed,1
UgzSjR86C7jQ1t3vMu54AaABAg,fqWP6Eao8qk,Directed,1
Ugx0zvdcsXRhUD9kt994AaABAg,fqWP6Eao8qk,Directed,1
UgwPfy0OSZIM-Tm6bLl4AaABAg,fqWP6Eao8qk,Directed,1
UgyO3jk8QeQGHN0JNBp4AaABAg,fqWP6Eao8qk,Directed,1
Ugx44smkhfOczYxvJCZ4AaABAg,fqWP6Eao8qk,Directed,1
Ugy7mCHOmF_kI85lqXJ4AaABAg,fqWP6Eao8qk,Directed,1
Ugx47DgW1tO2DdZvLuZ4AaABAg,fqWP6Eao8qk,Directed,1
UgyIk-lIPs1QHfD3t-N4AaABAg,fqWP6Eao8qk,Directed,1
Ugxx4VKegSBvA-Qubgx4AaABAg,fqWP6Eao8qk,Directed,1
UgxGNHDQMYDllsMyZXh4AaABAg,fqWP6Eao8qk,Directed,1
UgzI5zM1J5Ui_MHnGER4AaABAg,fqWP6Eao8qk,Directed,1
UgxRoqv2ocgo3ChYlRF4AaABAg,fqWP6Eao8qk,Directed,1
UgwFvRf02yrGNhDgf5l4AaABAg,fqWP6Eao8qk,Directed,1
UgyMQycmi24eq3tmQMV4AaABAg,fqWP6Eao8qk,Directed,1
UgyjgZfFvLue1YuKUbx4AaABAg,fqWP6Eao8qk,Directed,1
UgxT_XzvgEYy8zn_a494AaABAg,fqWP6Eao8qk,Directed,1
UgycFWJGvk2b8BIjkGZ4AaABAg,fqWP6Eao8qk,Directed,1
UgxSljbEi8cvHaarClx4AaABAg,fqWP6Eao8qk,Directed,1
UgwBOO72oZD-f05A5gF4AaABAg,fqWP6Eao8qk,Directed,1
UgxEx08s1JJmRU8TuX14AaABAg,fqWP6Eao8qk,Directed,1
Ugz1Q-SEwqnYOp7Kbdd4AaABAg,fqWP6Eao8qk,Directed,1
Ugx77WHRLvAQNV-YfDZ4AaABAg,fqWP6Eao8qk,Directed,1
Ugw9KcREheAjrnjRlQF4AaABAg,fqWP6Eao8qk,Directed,1
UgxjHucGaGt1yFL6KcZ4AaABAg,fqWP6Eao8qk,Directed,1
Ugy3k0b3R2UPmWaaMfh4AaABAg,fqWP6Eao8qk,Directed,1
UgxvfZ7yZixSztF33qJ4AaABAg,fqWP6Eao8qk,Directed,1
UgzJuALrNY0jThHqGN54AaABAg,fqWP6Eao8qk,Directed,1
UgxbjJQTmGQvWCHYeLR4AaABAg,fqWP6Eao8qk,Directed,1
UgxEXGxJTrqFiJnu4014AaABAg,fqWP6Eao8qk,Directed,1
UgyfrIiWiAGy_Rf2yjJ4AaABAg,fqWP6Eao8qk,Directed,1
Ugzecnu-GQbkBNBcG3p4AaABAg,fqWP6Eao8qk,Directed,1
UgzFs7pqp1WdUbYvcLd4AaABAg,fqWP6Eao8qk,Directed,1
UgyHNLudshnhh4TzF9x4AaABAg,fqWP6Eao8qk,Directed,1
UgxET35eVM-fa90KbkN4AaABAg,fqWP6Eao8qk,Directed,1
UgyQjafsbfLbMpK_M0J4AaABAg,fqWP6Eao8qk,Directed,1
UgxjRN895-9eFihmDpB4AaABAg,fqWP6Eao8qk,Directed,1
UgyzjyMvE7PYuGvBm0J4AaABAg,fqWP6Eao8qk,Directed,1
UgwwbHpMqflnWkb1L1Z4AaABAg,fqWP6Eao8qk,Directed,1
Ugw33AGpXfoo_vXmO854AaABAg,fqWP6Eao8qk,Directed,1
Ugz-m473Z4wvlC9oTT94AaABAg,fqWP6Eao8qk,Directed,1
UgzqCew9nCS7k6m5C-V4AaABAg,fqWP6Eao8qk,Directed,1
UgxGQlWxh-IcSIw-Sat4AaABAg,fqWP6Eao8qk,Directed,1
UgyFdCFlNdD3ih3jL6p4AaABAg,fqWP6Eao8qk,Directed,1
Ugwitg4DGs3X_fhpOhB4AaABAg,fqWP6Eao8qk,Directed,1
UgzIOuavjOsl5uP9muJ4AaABAg,fqWP6Eao8qk,Directed,1
UgyMRwS4VdoBdnTp6ah4AaABAg,fqWP6Eao8qk,Directed,1
UgxK_fkZFUMSqQw_X7V4AaABAg,fqWP6Eao8qk,Directed,1
Ugxfk6FmKwo6hUtJ0K14AaABAg,fqWP6Eao8qk,Directed,1
UgwYc6ltLsI8xldSmuZ4AaABAg,fqWP6Eao8qk,Directed,1
UgwhIb5vLHmqU9fra494AaABAg,fqWP6Eao8qk,Directed,1
UgwsPakj7ZFDI10QBsd4AaABAg,fqWP6Eao8qk,Directed,1
UgxYXpmFLAnmjR9Gndl4AaABAg,fqWP6Eao8qk,Directed,1
UgwdToJ1FaqOisFNoqt4AaABAg,fqWP6Eao8qk,Directed,1
UgyExR8zY5_yztdXx154AaABAg,fqWP6Eao8qk,Directed,1
UgwWQspBuAuj_u_wYBt4AaABAg,fqWP6Eao8qk,Directed,1
UgwfjNMW8ATtujKUoCx4AaABAg,fqWP6Eao8qk,Directed,1
UgyutDNioDZHG9CUs-d4AaABAg,fqWP6Eao8qk,Directed,1
UgzqWNgrpKHNPgvmSU54AaABAg,fqWP6Eao8qk,Directed,1
UgxDP4Pf-G_DUI_g65J4AaABAg,fqWP6Eao8qk,Directed,1
UgySRoZlxaQQWxerOph4AaABAg,fqWP6Eao8qk,Directed,1
UgzYbEwjKpwmQTVhI1N4AaABAg,fqWP6Eao8qk,Directed,1
UgyfKHzyLg2gijZBFQZ4AaABAg,fqWP6Eao8qk,Directed,1
UgyytvKQSXv8hifIF7Z4AaABAg,fqWP6Eao8qk,Directed,1
Ugy-g3jh373b7LTANJt4AaABAg,fqWP6Eao8qk,Directed,1
UgxTaPwr8CDi6RQSAX94AaABAg,fqWP6Eao8qk,Directed,1
UgxJw0nJrZMtEiR4CaN4AaABAg,fqWP6Eao8qk,Directed,1
UgxyviNZTCAFd4c0wG54AaABAg,fqWP6Eao8qk,Directed,1
UgwmJwxtLnX7ePUS78V4AaABAg,fqWP6Eao8qk,Directed,1
Ugz1SulZPqfLHG9PcjZ4AaABAg,fqWP6Eao8qk,Directed,1
UgxCsyEet7gROhvuaT94AaABAg,fqWP6Eao8qk,Directed,1
UgwgNPZUX0CaqA6axnF4AaABAg,fqWP6Eao8qk,Directed,1
UgyPNugXrmf070pdiU14AaABAg,fqWP6Eao8qk,Directed,1
Ugz2uL3SjMGrWDwhJFp4AaABAg,fqWP6Eao8qk,Directed,1
Ugz76eXc3LGInIET2g94AaABAg,fqWP6Eao8qk,Directed,1
UgzILiKfcghYRaPy0ad4AaABAg,fqWP6Eao8qk,Directed,1
Ugwkoz-nrQqv_vM4j-l4AaABAg,fqWP6Eao8qk,Directed,1
UgzC80VaHf_hQWXECOx4AaABAg,fqWP6Eao8qk,Directed,1
UgxznC3UoZ4tCT6J6Gl4AaABAg,fqWP6Eao8qk,Directed,1
UgxJ6CGavbWEuy2kyad4AaABAg,fqWP6Eao8qk,Directed,1
UgwpeiPdqh4JV8-B_t94AaABAg,fqWP6Eao8qk,Directed,1
UgzE7VCZ0ZWZ2mStLR54AaABAg,fqWP6Eao8qk,Directed,1
Ugwx9W6IDPbvd_BacT54AaABAg,fqWP6Eao8qk,Directed,1
UgzYJflVofSSUjwYazd4AaABAg,fqWP6Eao8qk,Directed,1
UgyFKMP4Lun8FAF-zCF4AaABAg,fqWP6Eao8qk,Directed,1
UgyKhbgSfuN3KDiovJ14AaABAg,fqWP6Eao8qk,Directed,1
Ugy60BddwD2QvFHHiOh4AaABAg,fqWP6Eao8qk,Directed,1
UgzdA-yYyzJRTfr2KZZ4AaABAg,fqWP6Eao8qk,Directed,1
Ugx1tANAUKEL6wVOFpR4AaABAg,fqWP6Eao8qk,Directed,1
UgxuFCTGgrylFgdeIiV4AaABAg,fqWP6Eao8qk,Directed,1
Ugz94fKtJdx_UkLGMn54AaABAg,fqWP6Eao8qk,Directed,1
UgykFmQeK1jFCRnaXul4AaABAg,fqWP6Eao8qk,Directed,1
UgxYS_O0WbmhzNkjCLx4AaABAg,fqWP6Eao8qk,Directed,1
Ugwf452DwrgHTVz1FJN4AaABAg,fqWP6Eao8qk,Directed,1
Ugy7_l74wAwIgRelh2x4AaABAg,fqWP6Eao8qk,Directed,1
UgyqvoBO0tn17vF5N0h4AaABAg,fqWP6Eao8qk,Directed,1
Ugx3VlIFL6bH1nUjGjd4AaABAg,fqWP6Eao8qk,Directed,1
UgyV5rS-o0nwqCc3cK14AaABAg,fqWP6Eao8qk,Directed,1
Ugx-mKwETeMeIN9fRvl4AaABAg,fqWP6Eao8qk,Directed,1
UgyjP4ddZqB30DIfFKx4AaABAg,fqWP6Eao8qk,Directed,1
UgxIZND_n_sJ3pJ0Xb14AaABAg,fqWP6Eao8qk,Directed,1
UgxSoh9s5MoMmYNxWnB4AaABAg,fqWP6Eao8qk,Directed,1
UgwKFUF5g318sfKio4p4AaABAg,fqWP6Eao8qk,Directed,1
UgzR3sqDwVOwW6ob3nl4AaABAg,fqWP6Eao8qk,Directed,1
Ugx5QRqeITajjW9-Cut4AaABAg,fqWP6Eao8qk,Directed,1
UgwPqfohL-LTyTE1TWx4AaABAg,fqWP6Eao8qk,Directed,1
UgxMCYowl9zKBK6cKPB4AaABAg,fqWP6Eao8qk,Directed,1
UgzWb7pkqU0W8Cg2rQd4AaABAg,fqWP6Eao8qk,Directed,1
Ugy1BgZ6FfcN8qpK1Hh4AaABAg,fqWP6Eao8qk,Directed,1
UgyZnwSU-MofWR4MbhV4AaABAg,fqWP6Eao8qk,Directed,1
Ugw74i3cSA0Jsw-YnlF4AaABAg,fqWP6Eao8qk,Directed,1
UgwdEJb6hH9Yqv4Q4il4AaABAg,fqWP6Eao8qk,Directed,1
Ugx3bFwDkQiXCWLUgBx4AaABAg,fqWP6Eao8qk,Directed,1
UgxCbjIF94UFih65BD54AaABAg,fqWP6Eao8qk,Directed,1
UgyJ1-ipZS7oIUFocwh4AaABAg,fqWP6Eao8qk,Directed,1
UgyzijvpNcJ66lJUaA94AaABAg,fqWP6Eao8qk,Directed,1
UgyAPsYoaGAlFcHDohJ4AaABAg,fqWP6Eao8qk,Directed,1
Ugxj_Y8FJl68qrQEf1d4AaABAg,fqWP6Eao8qk,Directed,1
UgxLhx798g2gzog5irF4AaABAg,fqWP6Eao8qk,Directed,1
Ugw0UCRNFpA7XHmNGxZ4AaABAg,fqWP6Eao8qk,Directed,1
UgxkYNqnmCxb5CnfITZ4AaABAg,fqWP6Eao8qk,Directed,1
UgymbtNvdTJp8RBNbaJ4AaABAg,fqWP6Eao8qk,Directed,1
Ugz3YXclVnlLkozGSJp4AaABAg,fqWP6Eao8qk,Directed,1
UgwcFR1eRPf-DSNtlRZ4AaABAg,fqWP6Eao8qk,Directed,1
UgzF-GO_PesySR-86WF4AaABAg,fqWP6Eao8qk,Directed,1
UgzYQO3x7hXL75aJjpR4AaABAg,fqWP6Eao8qk,Directed,1
UgzKM3lYz8z-Rg6kSOZ4AaABAg,fqWP6Eao8qk,Directed,1
UgyC9BwvSG_4W82VroJ4AaABAg,Ss3-fVMOwXU,Directed,1
Ugw3OsiUfx9HiC9vBZB4AaABAg,Ss3-fVMOwXU,Directed,1
UgymbxXd8z6UzNR7p3V4AaABAg,Ss3-fVMOwXU,Directed,1
UgzPjm9e5wcy6cYN6ER4AaABAg,Ss3-fVMOwXU,Directed,1
Ugyum2MrvFL1NqUhVIh4AaABAg,Ss3-fVMOwXU,Directed,1
UgzcFyFMDVQcq1YdP5d4AaABAg,Ss3-fVMOwXU,Directed,1
Ugx9g05-ZDu8U2keH0Z4AaABAg,Ss3-fVMOwXU,Directed,1
UgzhvbQvAquo-TsVh814AaABAg,Ss3-fVMOwXU,Directed,1
UgzqcRsK-E2h_SgV_1p4AaABAg,Ss3-fVMOwXU,Directed,1
UgyHoor-mqBP3Ygdngx4AaABAg,Ss3-fVMOwXU,Directed,1
UgwhOHWfcvGDLpIWbSd4AaABAg,Ss3-fVMOwXU,Directed,1
UgyZytGnHQ0BvO2-Gxd4AaABAg,Ss3-fVMOwXU,Directed,1
Ugwf9PFJ6_I5cCiiBpl4AaABAg,Ss3-fVMOwXU,Directed,1
Ugwu11bjZ4CMdQFgGQN4AaABAg,Ss3-fVMOwXU,Directed,1
UgylyrwiS4EOlvSNqQ54AaABAg,Ss3-fVMOwXU,Directed,1
UgwS0kFd6lJLrJqfsgd4AaABAg,Ss3-fVMOwXU,Directed,1
Ugz8_rZDFPqtRR7Cyix4AaABAg,Ss3-fVMOwXU,Directed,1
Ugzf0QLNcxu5vdoFSid4AaABAg,Ss3-fVMOwXU,Directed,1
UgxbM6_ZU5HKSd8qRft4AaABAg,Ss3-fVMOwXU,Directed,1
UgwlN-dM5T1wgtJvyTF4AaABAg,Ss3-fVMOwXU,Directed,1
Ugw5vNVFYbFFlk09ANB4AaABAg,Ss3-fVMOwXU,Directed,1
UgxGAEJLUCpSYHgbRT94AaABAg,Ss3-fVMOwXU,Directed,1
UgyrhIKVgC3IPfwEEy14AaABAg,Ss3-fVMOwXU,Directed,1
UgyzazW_cyQnx57Dvih4AaABAg,Ss3-fVMOwXU,Directed,1
UgyHZNsye0rrmbVz1-54AaABAg,Ss3-fVMOwXU,Directed,1
Ugx-KKC042tssXLEUrR4AaABAg,Ss3-fVMOwXU,Directed,1
UgylsrzKgoTFeTYD97x4AaABAg,Ss3-fVMOwXU,Directed,1
Ugw2OxzqtFrmpTBC5u14AaABAg,Ss3-fVMOwXU,Directed,1
UgwHQzTwiKTq68DSs5l4AaABAg,Ss3-fVMOwXU,Directed,1
UgxW-JW2pxjDBxcWeXJ4AaABAg,Ss3-fVMOwXU,Directed,1
UgwUItFAydLeH1ES4eV4AaABAg,Ss3-fVMOwXU,Directed,1
